"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Sep 25 18:19:45 GMT 2022","Sun Sep 25 18:19:46 GMT 2022","645","","Test01LastName","","Test01LastName","testLastNameFieldEmpty","testLastNameFieldEmpty()","Üres Vezetéknév mező validálása"
